UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
746,1987,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Republican,1,,,No,Yes,Yes,Yes,Public,No,No,No,No,Yes,Yes,Yes,Science,Study first,No,No,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,Yes,Mysterious,Yes,No,Tunes,People,Yes,No,No,No,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,99
747,1987,Male,"under $25,000",Single (no kids),Associate's Degree,Republican,1,Yes,Yes,No,Yes,Yes,No,Public,No,Yes,Yes,No,No,No,Yes,Art,Try first,Yes,No,No,Yes,Giving,Yes,Yes,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,No,No,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,101
748,1948,Male,"over $150,000",Married (no kids),Doctoral Degree,Democrat,1,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Right,No,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,No,No,Talk,Technology,No,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,Yes,Umm...,No,Space,Yes,Online,No,No,Yes,No,Yay people!,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,No,No,No,Yes,No,No,Yes,101
749,1984,Female,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Libertarian,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot headed,Standard hours,,Right,Yes,,,,A.M.,No,Start,Yes,No,Circumstances,,,No,,Yes,TMI,No,No,,Technology,No,,,,,Supportive,No,PC,,,,,,,,,,,,,Yay people!,,,,,,,No,Yes,No,,,No,Rent,,,Yes,,,Yes,,,Yes,No,,No,Yes,,,,Yes,33
750,1971,Female,"$50,000 - $74,999",Domestic Partners (no kids),High School Diploma,Republican,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,P.M.,No,End,Yes,No,Me,,,,,,,,,Tunes,Technology,No,,No,,,,Yes,,Yes,,,,,,,,,No,Yes,,,,,,,,,,,,,,Yes,Own,Optimist,Mom,No,Yes,Yes,,,,,,,,,,,,No,25
751,1976,Male,,Single (no kids),Master's Degree,Independent,1,,,,,,,,,Yes,Yes,,No,No,Yes,,Try first,Yes,Yes,,Yes,,No,,,,,,Odd hours,,,,Yes,No,,A.M.,,,,No,Circumstances,,No,Yes,,No,,Yes,No,,,No,No,Yes,,,,No,,,Risk-friendly,,,,,,,,,No,,,,Yes,,,,,,No,No,,Yes,Yes,,Optimist,,,,,Yes,Check!,,No,,,Yes,,Yes,No,No,,40
752,1993,Male,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Other,0,,,,,,,,,,,,,Yes,Yes,Art,Study first,Yes,No,Yes,No,Giving,,,,,,,,No,Happy,No,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,,,,,,,,,,,,,,,,,No,,,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Rent,Optimist,Mom,Yes,No,No,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,64
753,1942,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Independent,1,No,No,No,No,No,Yes,Public,Yes,Yes,No,No,No,No,No,Art,Study first,,Yes,No,Yes,Giving,Yes,No,,No,,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,Yes,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Own,Optimist,Mom,No,Yes,No,No,Nope,Yes,No,No,No,Yes,No,Yes,No,,Yes,96
754,1949,Female,"$25,001 - $50,000",Married (no kids),,Democrat,1,,Yes,No,No,No,No,Public,Yes,Yes,No,No,No,No,,Science,Study first,Yes,No,No,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,Yes,Yes,Tunes,Technology,No,No,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,,No,,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,97
755,1973,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Independent,1,,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,No,Science,Try first,No,Yes,,,,,No,,,,Hot headed,Odd hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,No,,,,,,,,,,No,Yes,Yes,Yes,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,No,Yes,Only-child,No,No,Yes,84
756,1986,Male,"$50,000 - $74,999",Married (no kids),,Democrat,1,,,No,Yes,,,,,,,Yes,No,,,,,,,No,Yes,Giving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,Start,Yes,Yes,,Yes,Yes,Yes,Yes,No,TMI,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yay people!,No,No,Yes,,,,,Yes,No,Yes,Yes,Yes,Rent,Optimist,Dad,,Yes,Yes,Yes,,,No,No,Yes,No,No,Yes,No,No,No,60
757,1980,Male,"$50,000 - $74,999",Single (no kids),Associate's Degree,Libertarian,1,Yes,No,No,Yes,Yes,Yes,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Try first,No,No,No,Yes,Giving,No,No,Idealist,Yes,Yes,Hot headed,Standard hours,Yes,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,Yes,No,No,Yes,TMI,Yes,Yes,Tunes,People,No,No,No,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,Yes,Socialize,Yes,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Own,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,101
758,1962,Male,"over $150,000",Married (no kids),Bachelor's Degree,Independent,1,,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,No,Yes,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,Yes,No,P.M.,Yes,Start,No,Yes,Me,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Own,Pessimist,Dad,No,Yes,No,No,Check!,Yes,No,No,No,No,No,Yes,Yes,No,Yes,100
759,1947,Male,"$25,001 - $50,000",Married (no kids),Bachelor's Degree,Independent,0,No,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,No,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,Technology,Yes,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,No,Yay people!,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Own,Optimist,Dad,Yes,Yes,No,No,Nope,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,Yes,101
760,1977,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Independent,0,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Receiving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Circumstances,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Rent,Pessimist,Mom,No,Yes,No,Yes,Check!,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,101
761,1993,Female,"$50,000 - $74,999",Single (no kids),Current Undergraduate,Republican,0,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,,No,Mysterious,No,No,Tunes,,No,Yes,No,No,Yes,,No,,Yes,Cautious,No,Umm...,No,Space,Yes,,No,No,Yes,No,Grrr people,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,No,No,Yes,Yes,Yes,No,Yes,No,No,,54
762,1973,Female,"over $150,000",Married (w/kids),Doctoral Degree,Independent,1,No,Yes,No,Yes,No,No,Private,Yes,Yes,No,Yes,No,Yes,Yes,Science,Study first,,,,,,No,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,,Yes,End,Yes,Yes,Me,Yes,No,Yes,Yes,Yes,TMI,Yes,Yes,Tunes,Technology,Yes,,Yes,,,,No,Mac,No,Cautious,No,,No,,No,,,No,Yes,No,Grrr people,Yes,,,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,85
763,1996,Male,,,Current K-12,Libertarian,1,,Yes,Yes,No,No,No,Public,No,No,Yes,Yes,No,Yes,Yes,Science,Try first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,No,Yes,Demanding,No,PC,No,Cautious,No,Yes!,,Socialize,Yes,,,,,Yes,Grrr people,Yes,No,,,,,,,,,,No,Rent,Pessimist,,No,No,No,Yes,Check!,No,No,No,Yes,Yes,,,,,,80
764,1989,Female,"over $150,000",Single (no kids),Current Undergraduate,Democrat,1,,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,Yes,No,Yes,No,Giving,No,No,Idealist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,38
765,1977,Male,"under $25,000",Single (no kids),Bachelor's Degree,Independent,1,No,No,No,Yes,Yes,Yes,Public,,,,,,Yes,No,Science,Try first,No,Yes,Yes,No,Giving,No,,,,,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,,,,,Yes,TMI,Yes,No,Tunes,Technology,No,No,No,Yes,Yes,Supportive,Yes,PC,Yes,Risk-friendly,No,,,,,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,84
766,1972,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,0,,,,,,,,,Yes,No,Yes,Yes,No,Yes,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cautious,No,,,,,,,No,Yes,Yes,Grrr people,No,No,No,No,Yes,No,,,,Yes,No,No,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,No,,,Yes,No,,No,38
767,1983,Female,,,,Other,1,,Yes,,Yes,Yes,No,Public,Yes,Yes,No,Yes,No,No,Yes,,,,,,,,Yes,Yes,,No,,Cool headed,Standard hours,No,Right,No,Yes,No,No,P.M.,,,,,,,,,,,,,,Tunes,Technology,No,,,Yes,No,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,,In-person,No,Yes,,Yes,Grrr people,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,,Own,,,,Yes,Yes,Yes,Nope,Yes,No,,Yes,,,Yes,Yes,No,Yes,65
768,1969,Male,,Married (w/kids),,Libertarian,0,,,,,,,,,,,,,,,,,,,,,,Yes,No,Pragmatist,No,Yes,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,No,No,No,Yes,No,TMI,No,Yes,Talk,Technology,Yes,No,No,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,Yes,Yes,,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,79
769,1950,Female,"over $150,000",Married (w/kids),Master's Degree,Democrat,1,No,No,No,Yes,No,Yes,Private,No,Yes,No,No,Yes,No,Yes,Art,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,No,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,No,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,101
770,1968,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,0,No,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,No,Yes,No,Mysterious,Yes,Yes,Talk,People,Yes,Yes,No,No,Yes,Supportive,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Socialize,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
771,1953,Male,"$75,000 - $100,000",Single (no kids),,Republican,0,,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Standard hours,Yes,Right,Yes,Yes,No,No,A.M.,Yes,End,No,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,No,Grrr people,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Rent,Pessimist,Dad,Yes,Yes,Yes,No,Check!,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,100
772,1997,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Democrat,0,No,No,No,No,Yes,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Try first,Yes,Yes,No,Yes,Giving,No,No,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,No,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,No,Yes,No,Demanding,No,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,No,No,Yes,Yes,No,No,Yes,101
773,1997,Male,"over $150,000",Single (no kids),Current K-12,Libertarian,1,Yes,Yes,No,No,Yes,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Receiving,No,Yes,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,No,Yes,No,Yes,,No,Start,No,Yes,Circumstances,Yes,Yes,No,No,No,TMI,Yes,No,,,,No,Yes,Yes,Yes,Supportive,No,Mac,No,Risk-friendly,No,Umm...,No,Space,Yes,Online,,Yes,No,Yes,Grrr people,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Own,Pessimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,96
774,1948,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,Democrat,0,No,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Art,,No,,Yes,Yes,,Yes,,,,,,,,,,Yes,No,,P.M.,Yes,End,Yes,No,Me,No,Yes,,No,No,Mysterious,No,,Tunes,,No,,Yes,Yes,Yes,Demanding,Yes,PC,Yes,,Yes,Yes!,No,Socialize,Yes,In-person,No,No,No,No,Grrr people,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,No,83
775,1978,Female,"$100,001 - $150,000",Married (w/kids),High School Diploma,Independent,1,,,,,,,Public,,Yes,No,,Yes,No,No,,Try first,,,,Yes,,,Yes,,,,,,No,,,Yes,No,Yes,,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,Yes!,,,No,,No,,Yes,,,,,,No,Yes,Yes,Yes,,,No,Yes,No,Own,,,No,No,,,,,,,Yes,,,,,,Yes,33
776,1971,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Libertarian,0,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,No,Yes,No,TMI,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,No,Yay people!,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,101
777,1967,Female,"$75,000 - $100,000",Married (no kids),Master's Degree,Independent,1,,No,No,Yes,No,Yes,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Receiving,No,No,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,,,,,No,End,No,Yes,Me,No,Yes,Yes,Yes,,,No,,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,Yes,PC,Yes,Risk-friendly,No,,,,,Online,No,Yes,No,Yes,Grrr people,Yes,No,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,66
778,1983,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Republican,1,,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,No,Yes,No,Yes,Giving,No,Yes,Idealist,No,No,Hot headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,,Yes,Yes,Grrr people,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Own,Optimist,Dad,Yes,,,,,No,No,No,Yes,Yes,No,Only-child,No,Yes,Yes,95
779,1955,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,1,,Yes,No,No,No,No,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Right,No,Yes,No,No,P.M.,No,End,Yes,Yes,Circumstances,Yes,No,No,Yes,Yes,Mysterious,Yes,No,Tunes,People,No,No,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,100
780,1944,Female,"over $150,000",Married (no kids),High School Diploma,Independent,1,No,Yes,No,No,,,,No,Yes,No,No,No,No,Yes,Art,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,No,Start,Yes,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Own,Optimist,Mom,No,Yes,No,No,Check!,Yes,No,Yes,Yes,Yes,No,,,Yes,No,96
781,1991,Female,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Independent,0,,,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,,,,,,,,,,,,,,Yes,End,Yes,Yes,,No,Yes,No,Yes,No,TMI,Yes,No,Tunes,People,No,,,Yes,Yes,Demanding,No,PC,Yes,Cautious,Yes,,No,,,In-person,Yes,No,Yes,Yes,Yay people!,Yes,No,No,No,No,No,Yes,,No,Yes,No,No,Rent,Pessimist,Mom,No,,,,,,,,,,,,,,No,66
782,1985,Female,"under $25,000",Single (no kids),Current Undergraduate,Libertarian,0,Yes,No,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Try first,Yes,No,Yes,Yes,Receiving,No,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,No,Yes,No,Yes,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Umm...,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Rent,Pessimist,Mom,Yes,Yes,No,Yes,Nope,Yes,Yes,No,No,No,No,Yes,No,No,Yes,101
783,1972,Male,"over $150,000",Married (w/kids),Master's Degree,Independent,1,No,No,No,Yes,Yes,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,No,Yes,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,No,Yes,Demanding,Yes,Mac,Yes,Cautious,No,,,,,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,97
784,1991,Male,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,1,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Try first,Yes,No,Yes,No,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,No,Yes,No,Yes,P.M.,No,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,Yes,Umm...,Yes,Space,Yes,Online,No,Yes,No,No,Grrr people,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Rent,Optimist,Mom,No,No,No,Yes,Check!,No,No,No,No,No,Yes,Yes,Yes,No,Yes,101
785,1961,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Independent,1,,Yes,No,Yes,No,No,Public,No,Yes,No,,,No,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,,,,,,Yes,Yes,Yes,Yes,Yes,Mysterious,Yes,No,Talk,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,No,Cautious,Yes,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,No,,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,No,,Nope,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,91
